,Unnamed: 0,Term,Instance,Trans,Annotation
128,128,Trump,Lijkt me een leuk scenario:  #Trump verliest Republikeinse voorverkiezing voor de kandidatuur (wie geeft hij dan de… https://t.co/BsYheYBYU9,Seems like a fun scenario: #Trump loses Republican primary for candidacy (who does he give the… https://t.co/BsYheYBYU9,0
129,129,Trump,Donald #Trump kondigt kandidaatschap aan voor Presidents #verkiezingen in 2024.,Donald #Trump announces candidacy for Presidential #election in 2024.,0
130,130,Trump,#Trump,#Trump,1
131,131,Trump,Het laten zien hoe zwak #biden is is de kaart die #Trump duidelijk laat zien.,Showing how weak #biden is is the card that clearly shows #Trump.,0
132,132,Trump,lees je dat nieuws van #Trump2024 #Trump #goedemorgen 🥺😠,do you read that news from #Trump2024 #Trump #good morning 🥺😠,-1
133,133,Trump,Fantastisch nieuws dat Trump kandidaat voor Amerikaanse presidentsverkiezingen 2024 https://t.co/HgrS1HHwvJ via… https://t.co/C28VuwRYDa,Fantastic news that Trump is a candidate for the 2024 US presidential election https://t.co/HgrS1HHwvJ via… https://t.co/C28VuwRYDa,1
134,134,Trump,"#Trump stelt zich toch, na tegenvallende tussentijdse verkiezingen, opnieuw #verkiesbaar als #president van de VS https://t.co/7j0guSqCKZ",#Trump puts himself forward as #US president again after disappointing midterm elections https://t.co/7j0guSqCKZ,0
135,135,Trump,#Trump heeft officieel kandidatuur ingediend voor presidentsverkiezingen van 2024 https://t.co/YMvuHPqDyv,#Trump has officially submitted his candidacy for the 2024 presidential election https://t.co/YMvuHPqDyv,0
136,136,Trump,Speech #Trump gaat niet geheel volgens plan...,Speech #Trump doesn't go entirely according to plan...,-1
137,137,Trump,#Trump kondigt aan in ‘24 opnieuw een gooi te doen naar het presidentschap.,#Trump announces that he will run again for the presidency in '24.,0
138,138,Trump,Nu lijkt #Trump weer in beeld te komen… https://t.co/HV0Yz9NGzr,Now #Trump seems to be back in the picture… https://t.co/HV0Yz9NGzr,1
139,139,Trump,#Trump wil het verbieden voor een politicus om ooit lobbyist te worden.,#Trump wants to prohibit a politician from ever becoming a lobbyist.,1
140,140,Trump,#Trump Goed zo.,#Trump Good.,1
141,141,Trump,En ja hoor die woke media gaan weer volledig los op Donald Trump..,"And yes, those woke media are going wild again on Donald Trump..",1
142,142,Trump,#Trump,#Trump,1
143,143,Trump,slaapverwekkend #Trump,sleep-inducing #Trump,-1
144,144,Trump,Die #Trump heeft wel veel bereikt voor iemand die niet herkozen werd zeg.,That #Trump has achieved a lot for someone who was not re-elected.,1
145,145,Trump,"Do you  hear the people sing""  wtf ...... #Trump","Do you hear the people sing"" wtf...... #Trump",-1
146,146,Trump,LIVE STREAM Ben benieuwd of #Trump zijn aankondiging over zijn kandidaat-stelling voor #pres 2024 gestand doet na g… https://t.co/YAukgHbvlM,LIVE STREAM I wonder if #Trump will live up to his announcement about his candidacy for #pres 2024 after… https://t.co/YAukgHbvlM,0
147,147,Trump,LIVE STREAM Ben benieuwd of #Trump zijn aankondiging over zijn kandidaat-stelling voor #pres 2024 gestand doet na g… https://t.co/onQs8NSiOd,LIVE STREAM I wonder if #Trump will live up to his announcement about his candidacy for #pres 2024 after… https://t.co/onQs8NSiOd,0
148,148,Trump,LIVE STREAM Ben benieuwd of #Trump zijn aankondiging over zijn kandidaat-stelling voor #pres 2024 gestand doet na g… https://t.co/rKSqx02F6Q,LIVE STREAM I wonder if #Trump will live up to his announcement about his candidacy for #pres 2024 after… https://t.co/rKSqx02F6Q,0
149,149,Trump,Wat ook kan: dat #Trump terloops @elonmusk  plots aankondigt als #runningmate.,Which is also possible: that #Trump casually announces @elonmusk as #runningmate.,1
150,150,Trump,@fad56 @The_Real_Fly Omdat #Trump straks een speech geeft . Provocatie 🤔🤔,@fad56 @The_Real_Fly Because #Trump will give a speech soon . Provocation 🤔🤔,0
151,151,Trump,Net voor #Trump zn aankondiging gaat doen👀👀 https://t.co/MgRwa9YRfN,Just before #Trump makes his announcement 👀👀 https://t.co/MgRwa9YRfN,1
152,152,Trump,@terzaketv is er als de kippen bij om #Trump al te begraven (waarschijnlijk input #BjornSoenens ) Bij US-senaatsver… https://t.co/CGCFNWmm0P,@terzaketv is quick to bury #Trump already (probably input #BjornSoenens ) At US Senate… https://t.co/CGCFNWmm0P,1
153,153,Trump,En nu maar hopen dat het nieuws van #Trump niet inslaat als een bom.,And let's hope that the news of #Trump doesn't hit like a bomb.,1
154,154,Trump,@erikmouthaanRTL Linkse fake nieuws #Trump hater...,@erikmouthaanRTL Left wing fake news #Trump hater...,1
155,155,Trump,Trump stelt zich kandidaat voor het presidentschap.,Trump is running for president.,0
156,156,Trump,#Trump,#Trump,1
157,157,Trump,Karma voor spugende Trump-hater die zijn auto tegen lantaarnpaal parkeert #amerika #trump #spuug #fail #lantaarnpaal https://t.co/JEnH38YscU,Karma for spitting Trump hater who parks his car against lamppost #america #trump #spit #fail #lamppost https://t.co/JEnH38YscU,1
158,158,Trump,Opeens voelde #Trump dat hij een grote boodschap kwijt moest.,Suddenly #Trump felt he had a big message to get out.,-1
159,159,Trump,#Trump… https://t.co/v8Cd9E0X3K,#Trump… https://t.co/v8Cd9E0X3K,0
160,160,Trump,"Ik vernam dat na de #bekendmaking van #Trump vannacht rond 2u Ndlse tijd, ook de boeven #Obummer en #Bushbush een b… https://t.co/naEtH8WEp6","I learned that after the #announcement of #Trump last night around 2am Dutch time, the crooks #Obummer and #Bushbush also had a… https://t.co/naEtH8WEp6",0
161,161,Trump,"Trump, wat een lachertje #trump","Trump, what a joke #trump",-1
162,162,Trump,"Rupert Murdoch, die veel te machtige man, zegt nog liever een Democraat te steunen dan #Trump  https://t.co/zHCDyBkfNS","Rupert Murdoch, that much too powerful man, says he would rather support a Democrat than #Trump https://t.co/zHCDyBkfNS",-1
163,163,Trump,"Heeft #Trump al iets krankzinnigs geroepen, zou hij vandaag toch weer doen?","Has #Trump already shouted something insane, would he do it again today?",-1
164,164,Trump,@DeVreugd Alles is beter dan nog een keer #Trump lijkt mij.,@DeVreugd Everything is better than one more time #Trump I think.,-1
165,165,Trump,Donald #Trump plaatst zich boven de wet.,Donald Trump is above the law.,-1
166,166,Trump,Republikeinen slijpen na midterms de messen' #VS #Trump #MidtermElections https://t.co/LaZWc2ozOb,Republicans sharpen their knives after midterms' #US #Trump #MidtermElections https://t.co/LaZWc2ozOb,0
167,167,Trump,Kritiek op Trump zwelt aan binnen Republikeinse partij:,Criticism of Trump swells within Republican party:,0
168,168,Trump,#Trump is een dood spoor.,#Trump is a dead end.,-1
169,169,Trump,Deze keer zijn de #Republikeinen écht klaar met #Trump – hopen ze althans https://t.co/KYvF1tBD1i,This time #Republicans are really done with #Trump – or so they hope https://t.co/KYvF1tBD1i,0
170,170,Trump,Een #Republikein die #Trump niet steunt tekent zijn/haar politieke #doodvonnis.,A #Republican who does not support #Trump signs his/her political #death warrant.,0
171,171,Trump,"Toen Trump de president van China, XiJinping, de hand schudde werd hij verafschuwt en verrader genoemd.","When Trump shook hands with China's President Xi Jinping, he was disgusted and called a traitor.",0
172,172,Trump,Zijn ze nou bij @WNLVandaag Trump compleet de grond in aan het stampen zonder ook maar één voorbeeld te geven waaro… https://t.co/GjhiT4Xxk5,Are they completely stomping Trump into the ground at @WNLVandaag without giving a single example why... https://t.co/GjhiT4Xxk5,0
173,173,Trump,Een #Republikein die #Trump afvalt tekent zijn politieke #doodvonnis.,A #Republican who loses #Trump signs his political #death warrant.,0
174,174,Trump,#Trump aan het zeuren… https://t.co/a41AjgxKe1,#Trump nagging… https://t.co/a41AjgxKe1,-1
175,175,Trump,Trump niet verschenen voor commissie die Capitool-bestorming onderzoekt.,Trump failed to appear before commission investigating Capitol storming.,0
176,176,Trump,#LaffeHaas #Trump,#CowardHaas #Trump,-1
177,177,Trump,"s'Werelds grootste klootzak #Trump kom met een ""grootse aankondiging""","The world's biggest asshole #Trump makes a ""big announcement""",-1
178,178,Trump,@GideonvMeijeren zichzelf als #Trump,@GideonvMeijeren himself as #Trump,-1
