,Unnamed: 0,Term,Instance,Trans,Annotation
18,18,Trump,"#17Nov #EEUU #Trump,  anuncio oficial de su candidatura para las elecciones de 2024 Amarren su loco.","#Nov 17 #USA #Trump, official announcement of his candidacy for the 2024 elections Tie up your loco.",-1
19,19,Trump,@AlertaNews24 Ya el CNN empezó la campaña encontra de #Trump es normal....,@AlertaNews24 CNN has already started the campaign against #Trump is normal....,-1
20,20,Trump,#Trump lanzó su campaña a la presidencial 2024.,#Trump launched his 2024 presidential campaign.,0
21,21,Trump,"#Trump ira por la casa blanca pero la justicia de #EEUU , #USA va por el ...""Democráticamente"" le han ROBADO las el… https://t.co/3j5SniGapk","#Trump will go for the White House but the justice of the #USA, #USA goes for him ... ""Democratically"" they have STOLEN the elections… https://t.co/3j5SniGapk",1
22,22,Trump,Vean y escuchen a #DonaldTrump.,Watch and listen to #DonaldTrump.,1
23,23,Trump,#DonaldTrump2024 #Trump… https://t.co/oOQ0WxMKtN,#DonaldTrump2024 #Trump… https://t.co/oOQ0WxMKtN,1
24,24,Trump,Q inviten e #Trump a dar el chow https://t.co/D3of5CP7XI,Invite #Trump to give the chow https://t.co/D3of5CP7XI,1
25,25,Trump,#ECDQEMSD #Podcast Fue misil amigo el que cayó en Polonia - #Trump se lanzó al 2024 - CFK esperará la sentencia -… https://t.co/NpsQrAxSGT,#ECDQEMSD #Podcast It was a friendly missile that fell in Poland - #Trump launched into 2024 - CFK will await the sentence -… https://t.co/NpsQrAxSGT,0
26,26,Trump,#EstadosUnidos: #Trump2024 está lanzado - #Trump obviamente no le prestó atención a los propios republicanos que le… https://t.co/H2Zl2cgKJj,#United States: #Trump2024 is launched - #Trump obviously paid no attention to the Republicans themselves who… https://t.co/H2Zl2cgKJj,-1
27,27,Trump,"Muy cierto, camaradas: #Trump hizo mucho daño a Venezuela.","Very true, comrades: #Trump did a lot of damage to Venezuela.",-1
28,28,Trump,@TelemundoNews Esto comienza #Latinos por #Trump !,@TelemundoNews This begins #Latinos for #Trump!,1
29,29,Trump,#EEUU El expresidente de Estados Unidos Donald #Trump no contará con su hija #Ivanka en el equipo de su campaña par… https://t.co/7YvyOECAUD,#USA The former president of the United States Donald #Trump will not have his daughter #Ivanka in his campaign team for… https://t.co/7YvyOECAUD,0
30,30,Trump,Investigaciones de #Trump procederán incluso con candidatura,#Trump investigations will proceed even with candidacy,-1
31,31,Trump,¿Podrá #Trump en 2024? https://t.co/wJCzxzLBYI,Will #Trump be able to in 2024? https://t.co/wJCzxzLBYI,0
32,32,Trump,“Debo decirles que las palabras y el tuit del presidente (#Trump) ese día fueron imprudentes”.,"""I must tell you that the President's (#Trump) words and tweet that day were reckless.""",-1
33,33,Trump,De seguir #Trump las consecuencias para los estadounidenses EEUU 🇺🇸 serán graves.,"If #Trump continues, the consequences for Americans USA 🇺🇸 will be serious.",-1
34,34,Trump,😲 Trump entra a la carrera presidencial de EU #TRUMP #USA  Nota: https://t.co/7JE36Cj8fO https://t.co/JwkkRyxkiw,😲 Trump enters the US presidential race #TRUMP #USA Note: https://t.co/7JE36Cj8fO https://t.co/JwkkRyxkiw,0
35,35,Trump,#EUA 🔴⚪️|| @POTUS45 #Trump anunció su candidatura a la presidencia de #EstadosUnidos en 2024 https://t.co/h9tH4tfHl8 https://t.co/ubeYHkPAnZ,#USA 🔴⚪️|| @POTUS45 #Trump announced his candidacy for the #United States presidency in 2024 https://t.co/h9tH4tfHl8 https://t.co/ubeYHkPAnZ,0
36,36,Trump,Elecciones en #EstadosUnidos 🗳️ 🇺🇸: El Partido Republicano de #Trump se quedó con el cont… https://t.co/KkrDhvFRpF,Elections in #United States 🗳️ 🇺🇸: #Trump's Republican Party took control… https://t.co/KkrDhvFRpF,0
37,37,Trump,#Internacional | #Trump anuncia campaña “para devolver su gloria a EU” en 2024.,"#International | #Trump announces campaign ""to return his glory to America"" ​​in 2024.",1
38,38,Trump,#Mundo Se apunta #Trump otra vez 👀👇 https://t.co/ff9YYT970P,#World #Trump is in again 👀👇 https://t.co/ff9YYT970P,-1
39,39,Trump,#Trump contra el socialismo.,#Trump against socialism.,1
40,40,Trump,La suspensión de #Trump en #Facebook y #Twitter podría acabar en enero del 2023,#Trump's suspension on #Facebook and #Twitter could end in January 2023,0
41,41,Trump,La suspensión de #Trump en #Facebook y #Twitter podría acabar en enero del 2023,#Trump's suspension on #Facebook and #Twitter could end in January 2023,0
42,42,Trump,La suspensión de #Trump en #Facebook y #Twitter podría acabar en enero del 2023,#Trump's suspension on #Facebook and #Twitter could end in January 2023,0
43,43,Trump,La hija del ex presidente #Trump no lo acompañará en su posible campaña.,The daughter of the former president #Trump will not accompany him in his possible campaign.,0
44,44,Trump,«Anuncio mi candidatura»: #Trump busca la nominación republicana para las elecciones de 2024,"""I announce my candidacy"": #Trump seeks the Republican nomination for the 2024 elections",0
45,45,Trump,#Actualidad #Mundo 🇺🇲 Confirma #Trump candidatura presidencial para 2024 .,#Actualidad #Mundo 🇺🇲 Confirm #Trump presidential candidacy for 2024.,0
46,46,Trump,Este 15 de noviembre Trump entró en su c… https://t.co/LaFTDXSh41,This November 15 Trump entered his c… https://t.co/LaFTDXSh41,0
47,47,Trump,"El ex presidente de #EEUU🇺🇸, Donald #Trump, anunció que volverá a competir en las elecciones de 2024.","The former president of #USA🇺🇸, Donald #Trump, announced that he will compete again in the 2024 elections.",0
48,48,Trump,"La OTAN vs Rusia por Polonia, Suecia ayuda a Ucrania, Trump regresa, G7 y la CIA vs Putin.","NATO vs Russia for Poland, Sweden helps Ukraine, Trump returns, G7 and CIA vs Putin.",-1
49,49,Trump,Más Daño Le Hizo Chávez Y Maduro A Venezuela 🇻🇪 Que #Trump,Chávez And Maduro Did More Damage To Venezuela 🇻🇪 Than #Trump,-1
50,50,Trump,Y si Trump gana en 2024 será un Aliado importantisimo e… https://t.co/J6SGoocdHJ,"And if Trump wins in 2024, he will be a very important ally and… https://t.co/J6SGoocdHJ",1
51,51,Trump,Trump que perturban a los opositores.,Trump that disturb opponents.,1
52,52,Trump,#EclipseNoticias #EclipseInternacional  📰 #Trump anuncia su campaña presidencial para 2024,#EclipseNoticias #EclipseInternacional 📰 #Trump announces his presidential campaign for 2024,0
53,53,Trump,#EclipseNoticias #EclipseInternacional  📰 #Trump anuncia su campaña presidencial para 2024,#EclipseNoticias #EclipseInternacional 📰 #Trump announces his presidential campaign for 2024,0
54,54,Trump,🇺🇸 | #Trump anuncia su tercera candidatura a la presidencia de Estados Unidos.,🇺🇸 | #Trump announces his third candidacy for the presidency of the United States.,0
55,55,Trump,"“El regreso de Estados Unidos comienza en este preciso momento”, dijo #Trump, marcando formalmente el inicio de las… https://t.co/aDppcaLQUW","“America's return begins at this very moment,” #Trump said, formally marking the start of the… https://t.co/aDppcaLQUW",1
56,56,Trump,El periodista y reportero en México de @ActualidadRT @manuelhborbolla considera que las declaraciones de #Trump sob… https://t.co/wWaL4vSoTc,The journalist and reporter in Mexico from @ActualidadRT @manuelhborbolla considers that #Trump's statements on… https://t.co/wWaL4vSoTc,0
57,57,Trump,"Luego de que #Trump, declaró que López Obrador ""es buen hombre, #socialista y amigo suyo"".","After #Trump, he declared that López Obrador ""is a good man, #socialist and his friend"".",1
58,58,Trump,"#Trump quiere volver a la Casa Blanca, pero ya no puede usar el discurso que lo convirtió en un rival imbatible.","#Trump wants to return to the White House, but he can no longer use the speech that made him an unbeatable rival.",-1
59,59,Trump,🇺🇸 | #Trump anunció que competirá de nuevo por la presidencia de Estados Unidos.,🇺🇸 | #Trump announced that he will compete again for the presidency of the United States.,0
60,60,Trump,¿Será Donald Trump castigado por estar involucrado en el asalto al Capitolio del 6 de enero de 2022? 👀🇺🇸.,"Will Donald Trump be punished for being involved in the assault on the Capitol on January 6, 2022? 👀🇺🇸.",-1
61,61,Trump,🇺🇸 | Ley para expulsar migrantes creada en la era #Trump fue bloqueada por un juez federal.,🇺🇸 | Law to expel immigrants created in the #Trump era was blocked by a federal judge.,-1
62,62,Trump,🇺🇸 EE.UU: Departamento de Justicia explicó que la teoría legal de Trump sobre Mar-a-Lago es errónea.,🇺🇸 USA: Department of Justice explained that Trump's legal theory on Mar-a-Lago is wrong.,-1
63,63,Trump,"URGE que regrese mi “nazi favorito” #Trump y termine lo que empezó, desaparecer a toda esa escoria globalista, fina… https://t.co/cjm5TwdTCT","It is URGENT that my ""favorite Nazi"" #Trump return and finish what he started, disappear all that globalist, fine scum… https://t.co/cjm5TwdTCT",1
64,64,Trump,"Facebook no planea restablecer cuenta de #Trump, por ahora.","Facebook doesn't plan to reinstate #Trump's account, for now.",0
65,65,Trump,#Zelensky tiró un misil a Polonia para opacar el anuncio de #Trump de ir a las elecciones.,#Zelensky fired a missile at Poland to overshadow #Trump's announcement to go to the elections.,-1
66,66,Trump,El país del Tio Rico  Volverá a elegir a  #Trump  Su campaña se basa en hablar mal de #Biden  Y remata diciendo:  Y… https://t.co/FGELVFiqzF,The country of Uncle Rico will elect #Trump again His campaign is based on speaking ill of #Biden And he ends by saying: And… https://t.co/FGELVFiqzF,-1
67,67,Trump,#Facebook no verificará lo que diga #Trump durante su campaña presidencial,#Facebook won't verify what #Trump says during his presidential campaign,0
68,68,Trump,Trump es consi… https://t.co/5tGRtbXgnM,Trump is cons… https://t.co/5tGRtbXgnM,0
69,69,Trump,🇺🇸 | ¿#Trump podría ganar las próximas elecciones presidenciales?,🇺🇸 | Could #Trump win the next presidential election?,0
70,70,Trump,| ¿Por qué un juez federal decidió bloquear el Título 42 que se creó en el mandato de #Trump?,| Why did a federal judge decide to block Title 42 that was created in the #Trump mandate?,-1
71,71,Trump,🇺🇸 | #Trump espera ganar las próximas elecciones presidenciales de Estado Unidos.,🇺🇸 | #Trump hopes to win the next US presidential election.,1
72,72,Trump,Encuestas presidenciales 2024 #Trump vs #Biden https://t.co/LBxzP9NOP0,Presidential polls 2024 #Trump vs #Biden https://t.co/LBxzP9NOP0,0
73,73,Trump,"Comienzo del ninguneo  públicao de #Trump:  ""A EEUU 🇺🇸 le va mejor cuando sus líderes están arraigados en el hoy y… https://t.co/MQ4N61aNrG","Beginning of #Trump's public ninguneo: ""America 🇺🇸 does better when its leaders are rooted in today and… https://t.co/MQ4N61aNrG",-1
74,74,Trump,Los republicanos que podrían desafiar a #Trump para #2024,The Republicans Who Could Challenge #Trump by #2024,-1
75,75,Trump,"🇺🇸 | #Trump lleva más de tres meses alimentando el suspenso, pero ya lanzó oficialmente su tercera carrera hacia la… https://t.co/AgbmJFscGy","🇺🇸 | #Trump has been feeding the suspense for more than three months, but he has already officially launched his third run towards the… https://t.co/AgbmJFscGy",-1
76,76,Trump,Estos son los republicanos que podrían desafiar a #Trump para 2024,These are the Republicans who could challenge #Trump by 2024,0
77,77,Trump,#Trump da el pistoletazo de salida de la carrera por la #nominación republicana👉,#Trump kicks off the race for the Republican #nomination 👉,-1
78,78,Trump,Jajajaja @RepMTG and #Trump #Trump2024 @GOP #RepublicanParty https://t.co/2t4lALJBZj,Hahahaha @RepMTG and #Trump #Trump2024 @GOP #RepublicanParty https://t.co/2t4lALJBZj,0
79,79,Trump,🇺🇸 Donald Trump: “Me postulo porque creo que el mundo aún no ha podido ver la verdadera gloria de lo que esta nació… https://t.co/IQJO322r95,🇺🇸 Donald Trump: “I am running because I believe the world has not yet been able to see the true glory of what this was born… https://t.co/IQJO322r95,1
80,80,Trump,| ¿Por qué #Trump está metiendose tanto con #DeSantis?,| Why is #Trump messing with #DeSantis so much?,-1
81,81,Trump,🇺🇸 Joe Biden reaccionó de manera negativa al anuncio de Donald Trump sobre su candidatura presidencial.,🇺🇸 Joe Biden reacted negatively to Donald Trump's announcement about his presidential candidacy.,-1
82,82,Trump,#NoticiasSIN #Candidatura #Trump #Reacciona,#NoticiasSIN #Candidature #Trump #React,1
83,83,Trump,🇺🇸 #Trump quiere ser presidente: anunció su candidatura para 2024 🗳,🇺🇸 #Trump wants to be president: he announced his candidacy for 2024 🗳,0
84,84,Trump,🇺🇸 Donald Trump habló por más de una hora a una audiencia reunida en su mansión en Mar-a-Lago.,🇺🇸 Donald Trump spoke for more than an hour to an audience gathered at his mansion in Mar-a-Lago.,0
85,85,Trump,"#Trump anuncia candidatura, y el candidato para alcalde de Reno acepta derrota https://t.co/obHv2v9MsC via @YouTube","#Trump announces candidacy, and Reno mayoral candidate accepts defeat https://t.co/obHv2v9MsC via @YouTube",0
86,86,Trump,@Telemundo no se cansa de decir tanta mentira acerca de #Trump  Gracias al negocio lucrativo de los medios con los… https://t.co/Xwk5nNHytt,@Telemundo never tires of telling so many lies about #Trump Thanks to the lucrative media business with the… https://t.co/Xwk5nNHytt,1
87,87,Trump,"El tema de #Trump2024 y #DeSantis2024 es promovido por los #RINO y #Democratas para dividir a los conservadores, sa… https://t.co/q1gv3zr2bu","The issue of #Trump2024 and #DeSantis2024 is promoted by the #RINO and #Democrats to divide conservatives, sa… https://t.co/q1gv3zr2bu",1
88,88,Trump,🇺🇸 Trump en su conferencia repasó los logros de su mandato como presidente de EE.UU.,🇺🇸 Trump in his conference reviewed the achievements of his term as president of the United States.,1
89,89,Trump,🇺🇸 | Encuestas recientes han mostrado que #DeSantis lidera a #Trump en un hipotético mano a mano en algunos estados… https://t.co/E3xjQV2nrr,🇺🇸 | Recent polls have shown that #DeSantis leads #Trump in a hypothetical heads-up in some states… https://t.co/E3xjQV2nrr,0
90,90,Trump,El equipo de #Biden recibe con recelo la candidatura presidencial de #Trump https://t.co/H16G0Afb7y,The #Biden team is suspicious of #Trump's presidential candidacy https://t.co/H16G0Afb7y,-1
91,91,Trump,#Trump...voy con #DeSantis2024 ...fue un placer apoyarte ..hasta pronto !!! https://t.co/Yc7kvheMAP,#Trump...I'm going with #DeSantis2024...it was a pleasure to support you...see you soon!!! https://t.co/Yc7kvheMAP,-1
92,92,Trump,Dura reacción de los #medios de #comunicación al anuncio del expresidente Donald #Trump de que volverá a postularse… https://t.co/9hKngXFQWc,Harsh reaction from the #media #media to former President Donald #Trump's announcement that he will run again… https://t.co/9hKngXFQWc,-1
93,93,Trump,#MUNDO 🇺🇸 #Trump anunció su candidatura a presidente.,#MUNDO 🇺🇸 #Trump announced his candidacy for president.,0
94,94,Trump,"🇺🇸 | #Trump ha intensificado recientemente los ataques contra #DeSantis, ya que se espera que el expresidente anunc… https://t.co/iNGrdowQO9",🇺🇸 | #Trump has recently intensified attacks on #DeSantis as the former president is expected to announce… https://t.co/iNGrdowQO9,-1
95,95,Trump,Presidente argentino @alferdez calificó de brutal el bloqueo de #Trump a #Venezuela https://t.co/dgCubwYoB3,Argentine President @alferdez described #Trump's blockade of #Venezuela as brutal https://t.co/dgCubwYoB3,-1
96,96,Trump,Fantasy Regime 🐵 #Trump #GOP-Mafia https://t.co/wtfXNfByOK,Fantasy Regime 🐵 #Trump #GOP-Mafia https://t.co/wtfXNfByOK,1
97,97,Trump,🇺🇸 | ¿Qué le respondió #DeSantis a #Trump?,🇺🇸 | What did #DeSantis reply to #Trump?,0
98,98,Trump,En 2016 #Trump era el excéntrico,,-1
99,99,Trump,Hora Veintipico #168 | Ya está aquí la guerra https://t.co/yzX6vamGVs vía @YouTube #CGPJ #Biden #Trump #Otan,Twenty-something Hour #168 | The war is here https://t.co/yzX6vamGVs via @YouTube #CGPJ #Biden #Trump #Otan,-1
100,100,Trump,El descontento de las grandes corporaciones fabricantes de armas es que #Trump no inicio guerras como si… https://t.co/P2qAiiso4D,The discontent of the big arms manufacturing corporations is that #Trump did not start wars as if… https://t.co/P2qAiiso4D,1
101,101,Trump,🇺🇸 | #DeSantis respondió le respondió a #Trump diciendo que está centrado en liderar su estado.,🇺🇸 | #DeSantis responded to #Trump by saying that he is focused on leading his state.,-1
102,102,Trump,#EUA 🔴⚪️|| @POTUS45 #Trump anunció su candidatura a la presidencia de #EstadosUnidos en 2024 https://t.co/h9tH4txiJI https://t.co/TkMoQZkx72,#USA 🔴⚪️|| @POTUS45 #Trump announced his candidacy for the #United States presidency in 2024 https://t.co/h9tH4txiJI https://t.co/TkMoQZkx72,0
103,103,Trump,"🇺🇸 | Kari Lake era una de las candidatas que contaba con el apoyo explícito de #Trump, hasta el punto de que era co… https://t.co/C1gjK8idJC","🇺🇸 | Kari Lake was one of the candidates who had the explicit support of #Trump, to the point that she was co… https://t.co/C1gjK8idJC",-1
104,104,Trump,🔴 #Midterms2022 aguaron anuncio de #Trump?,🔴 #Midterms2022 waited for #Trump's announcement?,-1
105,105,Trump,Donald Trump promete un progreso económico y la caída de la inflación en EE.UU en su nueva candidatura.,Donald Trump promises economic progress and a drop in inflation in the US in his new candidacy.,1
106,106,Trump,#Bélgica Cubanos se expresan contra genocida bloqueo d #EEUU a pueblo d #Cuba las 243 medidas d #Trump y la injusta… https://t.co/AX8XR0n3S7,#Belgium Cubans express themselves against the genocidal blockade of the #USA against the people of #Cuba the 243 measures of #Trump and the unfair… https://t.co/AX8XR0n3S7,-1
107,107,Trump,#Trump está desquiciado.,#Trump is unhinged.,-1
108,108,Trump,#ACTUALIDAD | AMLO sobre Donald Trump: “Es buena persona y lo respeto”,"#CURRENT | AMLO on Donald Trump: ""He is a good person and I respect him""",1
109,109,Trump,Donald Trump promete un progreso económico y la caída de la inflación en EE.UU en su nueva candidatura.,Donald Trump promises economic progress and a drop in inflation in the US in his new candidacy.,1
110,110,Trump,#Trump será candidato en 2024.,#Trump will be a candidate in 2024.,1
111,111,Trump,"El expresidente de #EUA, #Trump, anunció este martes desde Florida su intención de competir en las elecciones de 20… https://t.co/PFJRCD6yCn","The former president of #USA, #Trump, announced this Tuesday from Florida his intention to compete in the elections of 20… https://t.co/PFJRCD6yCn",0
112,112,Trump,Mar-a-Lago  #Trump #Jan6thInsurrection https://t.co/H9ZEDFfOZn,Mar-a-Lago #Trump #Jan6thInsurrection https://t.co/H9ZEDFfOZn,-1
113,113,Trump,"#Mundo ""#Trump les costó tres elecciones (en 2018, 2020 y 2022) y preferirían que no les arruinara una cuarta, en 2… https://t.co/tJ4OEbXBQ7","#World ""#Trump cost them three elections (in 2018, 2020 and 2022) and they would prefer that he not ruin a fourth one, in 2… https://t.co/tJ4OEbXBQ7",-1
114,114,Trump,Donald Trump lanzó su candidatura para volver a la presidencia en 2024,Donald Trump launched his candidacy to return to the presidency in 2024,0
115,115,Trump,Donald Trump califica a los latinos como gente trabajadora y elogia lo que se ha hecho en Texas y en Florida.,Donald Trump describes Latinos as working people and praises what has been done in Texas and Florida.,1
116,116,Trump,"🇺🇸 🗳️ ¡Está de vuelta! 😒 El expresidente de Estados Unidos, Donald Trump, anunció que irá por la presidencia del pa… https://t.co/4JJIVWTITT","🇺🇸 🗳️ It's back! 😒 The former president of the United States, Donald Trump, announced that he will run for the presidency of the pa… https://t.co/4JJIVWTITT",0
117,117,Trump,"#Trump irá por la #CasaBlanca, pero la justicia de #EEUU va por él.","#Trump will go for the #WhiteHouse, but the #USA justice is going for him.",-1
118,118,Trump,@VinicioSenador @rcavada Pero ¿Por qué no se pronunció cuando #Trump hacia centros de concentración de niños de pad… https://t.co/XwlFg6YObn,@VinicioSenador @rcavada But why didn't he speak out when #Trump directed concentration centers for paddling children… https://t.co/XwlFg6YObn,-1
119,119,Trump,Estás dos fotos son dignas de un Rembrandt #NATO #OTAN #Biden #Trump #BidenWorstPresidentEver #Russia #Poland https://t.co/JXVJ39n79W,These two photos are worthy of a Rembrandt #NATO #NATO #Biden #Trump #BidenWorstPresidentEver #Russia #Poland https://t.co/JXVJ39n79W,1
120,120,Trump,Donald Trump califica a los latinos como gente trabajadora y elogia lo que se ha hecho en Texas y en Florida.,Donald Trump describes Latinos as working people and praises what has been done in Texas and Florida.,1
121,121,Trump,#16Nov  #AsiLoDijo #Trump anuncia que competirá de nuevo por la Presidencia de #EEUU  https://t.co/jEV6mJ5Awt https://t.co/2g181ZktQF,#16Nov #AsiLoDijo #Trump announces that he will compete again for the #US Presidency https://t.co/jEV6mJ5Awt https://t.co/2g181ZktQF,0
122,122,Trump,La reputación de #Trump se vio manchada por su negligente negación y mala gestión de una #pandemia única en 100 año… https://t.co/zfGav6uZOU,#Trump's reputation was tarnished by his negligent denial and mismanagement of a once-in-100-year #pandemic… https://t.co/zfGav6uZOU,-1
123,123,Trump,Trump confirma su tercera carrera hacia la presidencia de los Estados Unidos 🇺🇸👉 Conoce más detalles aquí ⬇️:… https://t.co/UgrgxbzcsZ,Trump confirms his third run for the presidency of the United States 🇺🇸👉 Find out more details here ⬇️:… https://t.co/UgrgxbzcsZ,0
124,124,Trump,"#Trump ha sido sometido a juicio político dos veces: una por tratar de obligar a #Ucrania a investigar a #Biden y,… https://t.co/oNeC3J4iwC","#Trump has been impeached twice: once for trying to force #Ukraine to investigate #Biden and,… https://t.co/oNeC3J4iwC",-1
125,125,Trump,"Más de 400 acciones ejecutivas y decisiones en contra de #migrantes se dieron en el periodo de #Trump, no solo cont… https://t.co/WAR7Ocgwye","More than 400 executive actions and decisions against #immigrants were made in the #Trump period, not just cont… https://t.co/WAR7Ocgwye",-1
126,126,Trump,"Cuando fue Presidente, el lenguaje de #Trump hizo que incrementaran los crímenes de odio, principalmente en contra… https://t.co/H35dXhcHi9","When he was President, #Trump's language led to an increase in hate crimes, mainly against… https://t.co/H35dXhcHi9",-1
127,127,Trump,Juez estadounidense restringe la ley de el mandato de Trump que permitía expulsar a migrantes por razones de salud… https://t.co/leNkBBIwdY,US judge restricts Trump's mandate law that allowed expelling migrants for health reasons… https://t.co/leNkBBIwdY,-1
128,128,Trump,"@AmericanoMedia Este troglodita, ignorante y codicioso de #Trump se habría aliado con #PutinWarCriminal",@AmericanoMedia This #Trump ignorant and greedy troglodyte would have sided with #PutinWarCriminal,-1
129,129,Trump,"Upss, #Pence dice 'Creo que tendremos mejores opciones' que #Trump en 2024.","Whoops, #Pence says 'I think we'll have a better chance' than #Trump in 2024.",-1
130,130,Trump,#Trump,#Trump,1
131,131,Trump,#ultimahora | Se confirma que Donald Trump luchara nuevamente por la candidatura por el Partido Republicano en vist… https://t.co/4rG3dpBM5Y,#last hour | It is confirmed that Donald Trump will fight again for the candidacy for the Republican Party in vis… https://t.co/4rG3dpBM5Y,0
132,132,Trump,"Trump critica al gobierno de Joe Biden desde la política internacional, la inflación y la economía en general.","Trump criticizes the Joe Biden government from international politics, inflation and the economy in general.",1
133,133,Trump,🇺🇸 | El Departamento de Justicia dice que la teoría de #Trump sobre cuándo puede considerar los registros del gobie… https://t.co/XvHGHuNtOH,🇺🇸 | DOJ says #Trump's theory on when he can consider gov't records… https://t.co/XvHGHuNtOH,-1
134,134,Trump,"Ya culminó el plazo para que Trump declarase ante el comité por el asalto al Capitolio, pero el exmandatario pre… https://t.co/uDGLEOKmgd","The deadline for Trump to testify before the committee for the assault on the Capitol has expired, but the former president pre… https://t.co/uDGLEOKmgd",-1
135,135,Trump,"🇺🇸 | #Trump confiaba en que Kari Lake iba a ganar en Arizona, pero su plan no salió como esperaba.","🇺🇸 | #Trump was confident that Kari Lake was going to win in Arizona, but his plan didn't go as he expected.",-1
136,136,Trump,🇺🇸 Donald Trump afirmó que tenía la autoridad de decidir cuáles documentos de la Casa Blanca eran personales y cuál… https://t.co/XODi3nkHkw,🇺🇸 Donald Trump claimed he had the authority to decide which White House documents were personal and which… https://t.co/XODi3nkHkw,-1
137,137,Trump,"#Trump  ""En las elecciones intermedias, mi tasa de éxito en los apoyos fue de 232 victorias y solo 22 derrotas.","#Trump ""In the midterms, my endorsement success rate was 232 wins and only 22 losses.",1
138,138,Trump,"Trump critica al gobierno de Joe Biden desde la política internacional, la inflación y la economía en general.","Trump criticizes the Joe Biden government from international politics, inflation and the economy in general.",1
139,139,Trump,"🔴 EEUU 🇺🇸  #Trump está lanzando una tercera candidatura a la Casa Blanca, pero hay una lista de posibles retadores… https://t.co/O5cJOc2g4z","🔴 USA 🇺🇸 #Trump is launching a third run for the White House, but there is a list of possible challengers… https://t.co/O5cJOc2g4z",-1
140,140,Trump,"Donald Trump, expresidente de Estados Unidos, anunció que volverá a competir por la presidencia del país en las ele… https://t.co/YtVQ8bqDj9","Donald Trump, former president of the United States, announced that he will once again compete for the presidency of the country in the elections… https://t.co/YtVQ8bqDj9",0
141,141,Trump,#Trump anunció que se postulará en 2024 para regresar a la #CasaBlanca,#Trump announced that he will run in 2024 to return to the #WhiteHouse,0
