,Unnamed: 0,Term,Instance,Trans,Annotation
73,73,Donald,Ron DeSantis recibe ataques por parte de Donald Trump 👀🇺🇸.,Ron DeSantis receives attacks from Donald Trump 👀🇺🇸.,-1
74,74,Donald,"La comisión especial que investiga el asalto al Capitolio de 2001, acusa a Donald Trump de esconderse por haber rec… https://t.co/ciuMWWguW5",The special commission investigating the 2001 assault on the Capitol accuses Donald Trump of hiding for having rec… https://t.co/ciuMWWguW5,-1
75,75,Donald,‼️ 🗣 Donald #Trump anunció su candidatura a la presidencia para 2024.,‼️ 🗣 Donald #Trump announced his candidacy for the presidency for 2024.,0
76,76,Donald,#Colombia #USA a quienes dicen q @DonaldTrump es racista les presento a @AbrahamHamadeh reservista de @USArmy hijo… https://t.co/hEA7KWWT48,#Colombia #USA to those who say that @DonaldTrump is racist I present @AbrahamHamadeh reservist of @USArmy son… https://t.co/hEA7KWWT48,1
77,77,Donald,Informe desde #Washington: Donald #Trump anuncia su precandidatura para las elecciones de 2024,Report from #Washington: Donald #Trump announces his candidacy for the 2024 elections,0
78,78,Donald,#DonaldTrump anunció su candidatura para la presidencia de #EstadosUnidos 🇺🇲 en 2024.… https://t.co/o0ajUzIgrD,#DonaldTrump announced his candidacy for the presidency of the #United States 🇺🇲 in 2024.… https://t.co/o0ajUzIgrD,0
79,79,Donald,De Biden a DeSantis: las reacciones al anuncio de Donald Trump.,From Biden to DeSantis: reactions to Donald Trump's announcement.,-1
80,80,Donald,Discurso completo de Donald Trump anunciando su candidatura para 2024.,Full speech of Donald Trump announcing his candidacy for 2024.,0
81,81,Donald,Donald Trump anuncia su candidatura a la Casa Blanca en 2024.,Donald Trump announces his candidacy for the White House in 2024.,0
82,82,Donald,"🤨El expresidente de #EEUU, Donald #Trump, abrió la carrera por la nominación… https://t.co/8tLeIT5Qma","🤨The former president of #USA, Donald #Trump, opened the race for the nomination… https://t.co/8tLeIT5Qma",0
83,83,Donald,"🤨El expresidente de #EEUU, Donald #Trump, abrió la carrera por la nominación… https://t.co/f7QJM2AJnJ","🤨The former president of #USA, Donald #Trump, opened the race for the nomination… https://t.co/f7QJM2AJnJ",0
84,84,Donald,Con estas palabras inauguró el expresidente Donald #Trump la i… https://t.co/lzNpy0huif,"With these words, former President Donald #Trump inaugurated the i… https://t.co/lzNpy0huif",0
85,85,Donald,"Yo estoy preparado”, lanzó Donald #Trump ante las decenas de seguidores que asistieron a su man… https://t.co/4cuj7KODwv","I'm ready,"" Donald #Trump launched before the dozens of followers who attended his man… https://t.co/4cuj7KODwv",1
86,86,Donald,MUNDO| Donald #Trump anuncia oficialmente su candidatura a la presidencia de EE.UU.,WORLD| Donald #Trump officially announces his candidacy for the US presidency.,0
87,87,Donald,"Donald Trump ha confirmado lo que todos sabíamos, su reelección y ello a pesar de las críticas internas de @GOP .","Donald Trump has confirmed what we all knew, his re-election and this despite internal criticism from @GOP .",-1
88,88,Donald,🇺🇸 🗳 Donald #Trump oficializó su candidatura a la presidencia de #USA para las elecciones de 2024  🔹️lo confirmó de… https://t.co/kQQoOgTszG,🇺🇸 🗳 Donald #Trump formalized his candidacy for the #USA presidency for the 2024 elections 🔹️he confirmed it… https://t.co/kQQoOgTszG,0
89,89,Donald,Donald Trump anuncia su candidatura a la presidencia de Estados Unidos en 2024,Donald Trump announces his candidacy for the presidency of the United States in 2024,0
90,90,Donald,"Presidente de Argentina Alberto Fernández @France24_es sobre Juan #Guaido: "" El mundo cayó en la trampa de Donald… https://t.co/OPOrHzNtUd","President of Argentina Alberto Fernández @France24_es on Juan #Guaido: ""The world fell into Donald's trap… https://t.co/OPOrHzNtUd",-1
91,91,Donald,El ex presidente de #EEUU Donald #Trump anuncia desde Florida su intención de competir en la #elecciones de 2024 pa… https://t.co/tO7gVDf6bf,Former #US President Donald #Trump announces from Florida his intention to compete in the 2024 #elections for… https://t.co/tO7gVDf6bf,0
92,92,Donald,Donald Trump oficialmente candidato a las elecciones presidenciales de 2… https://t.co/wglYzHkTVa,Donald Trump officially a candidate for the 2nd presidential election… https://t.co/wglYzHkTVa,1
93,93,Donald,Donald Trump anunció que será candidato a presidente en 2024,Donald Trump announced that he will be a candidate for president in 2024,0
